Based_On,Drug Category,Drug Class,Medications,AHA Lab Trigger - Organs Dysfunctional,AHA Lab Trigger - Organs Problematic,AHA Lab Trigger - Biomarker Abnormal,AHA Lab Trigger - Biomarker Low,AHA Lab Trigger - Biomarker High,Caution Note,ICD-10 Diagnosis,ICD-10 Diagnostic Code,SNOMED,,
Class,Psychiatric,Antidepressants Dopamine reuptake inhibitors,"Bupropion, Wellbutrin, Zyban, Pipradrol, Amineptine, Survector, Maneon, Directim, Dexmethylphenidate, Focalin, Difemetorex, Cleofil, Fencamfamine, Glucoenergan, Reactivan, Fencamine, Altimina, Sicoclor, Lefetamine, Santenol, Methylphenidate, Ritalin, Concerta, Metadate, Methylin, Foquest, Nomifensine, Merital","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver",,,,"The medication stimulates the accumuation of the neurotransmitters norepinephrine, serotonin, and dopamine in the synapse. This can alter fluid, electrolytes, and hormonal balance. Potential side effects include neurological disturbances (e.g., confusion, psychosis, mood instability, depression, anxiety, paranoia, and gait imbalance), fainting spells, urinary retention, dry mouth, and constipation. Prolonged use or inappropriate dosing can increase the risk of fractures, falls, dementia, stroke, and all-cause mortality.",Side effect of drug,T88.7XXA,69449002,,
Class,Psychiatric,Second-generation antidepressants,"Iprindole, Maprotiline, Medifoxamine, Mianserin, Tianeptine, Trazodone,Viloxazine","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver",,,,"The medication stimulates the accumuation of the neurotransmitters norepinephrine, serotonin, and dopamine in the synapse. This can alter fluid, electrolytes, and hormonal balance. Potential side effects include neurological disturbances (e.g., confusion, psychosis, mood instability, depression, anxiety, paranoia, and gait imbalance), fainting spells, urinary retention, dry mouth, and constipation. Prolonged use or inappropriate dosing can increase the risk of fractures, falls, dementia, stroke, and all-cause mortality.",Side effect of drug,T88.7XXA,69449002,,
Class,CNS,Cholinesterase Inhibitors (AChEIs),"Donepezil, Aricept, Galantamine, Razadyne, Rivastigmine, Exelon, Donepezil, Namzaric, Ambenonium, Mytelase, Neostigmine, Bloxiverz, Edrophonium, Pyridostigmine, Physostigmine, Edrophonium","heart, liver","heart, liver",,,,"The medication functions by reducing the heart rate and blood pressure. Potential side effects include dizziness, involuntary movements, muscle stiffness, gait issues, tremors, cognitive impairment. It can also increase the risk of heart attack, stroke, and all-cause mortality.",Side effect of drug,T88.7XXA,69449002,,
Class,CNS,Dopamine-receptor agonists,"Metoclopramide, Prochloroperazine, Promethazine, Bromocriptine, Pergolide, Piribedil, Lisuride, Cabergoline, Pramipexole, Ropinirole, Rotigotine, Apomorphine","stomach, small intestine, heart, Kidney & Adrenal Glands, liver, thyroid, Brain (hypothalamus/pituitary gland)",,,,,"The medication functions by increasing the uptake of dopamine into brain cells. Dopamine influences a wide range of functions, including motivation, pleasure, and movement. Altering dopamine levels can cause headache, dizziness, muscle stiffness, slow movement, weakness, sedation, confusion, and memory loss. ",Accidental side effect of Parkinson agent,T42.8X5A,430136001,,
Class,CNS,MAO-B Inhibitors,"Selegiline, Emsam, Rasagiline, Azilect, Safinamide, Xadago","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver",,,,"The medication functions by increasing the uptake of dopamine into brain cells. Dopamine influences a wide range of functions, including motivation, pleasure, and movement. Altering dopamine levels can cause headache, dizziness, muscle stiffness, slow movement, weakness, sedation, confusion, and memory loss. ",Accidental side effect of Parkinson agent,T42.8X5A,430136001,,
Class,CNS,Anti-seizure medications,"Carbamazepine, Tegretol, Carbatrol, Oxcarbazepine, Trileptal, Ethosuimide, Gabapentin, Neurontin, Levetiracetam, Keppra, Phenytoin, Dilantin, Phenytek, Pregabalin, Lyrica, Tiagabine, Topiramate, Topamax, Qudexy, Trokendi, Valproic Acid, Depakote, Depakene, Vigabatrin, Sabril, Zonisamide, Zonegran, Lamotrigine, Lamictal","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver",bilirubin,"vitamin B12, folate, Vitamin B6",,"The medication functions by altering the influx of sodium and potassium ions into cells, thereby affecting fluid and electrolyte balance. Adverse side effects include confusion, anxiety, depression, paranoia, psychosis, suicidal ideation, gait instability, psychomotor impairment, fainting, urinary retention, dry mouth, and constipation. Long-term use may also increase the risk of falls, fractures, dementia, stroke, and overall mortality.",Side effect of drug,T88.7XXA,69449002,,
Class,CNS,Stimulants,"Amphetamines, Adderall, Methamphetamine, Ecstasy, Methylenedioxymethamphetamine, Mdma, Methylphenidate, Eg, Ritalin, Concerta, Dexedrine, Zenzedi, Methcathinone, Ephedrine, Armodafinil, Atomoxetine, Cocaine, Modafinil, Oxybate, Pitolisant, Khat, Didrex, Bontril, Preludin, Fastin, Adipex P, Ionomin, Meridia","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver",,,,"The medication stimulates the neurotransmitter norepinephrine (NE; adrenaline) release, thereby increasing motor activity. Potential side effects include restlessness, body tremors, excessive talking, exaggerated body reflexes, runny nose, dry mouth, teeth grinding, reduced appetite, sleep problems, high blood pressure and blood sugar, irregular heart rate and respiratory rate, and mood instability (i.e., anxiety, paranoia, psychosis, depression, and suicidal ideations).",Side effect of drug,T88.7XXA,69449002,,
Class,CNS,Adamantanes,"Amantadine, Rimantadine, Memantine","small intestine, liver, thyroid, Kidney & Adrenal Glands","small intestine, liver, thyroid, Kidney & Adrenal Glands","creatinine, homocysteine, BUN, total protein, CRP, hs-CRP, bilirubin",,,"The medication impairs the gut microbiome, food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste elimination. Long-term use or improper dosing can increase the risk of infections, autoimmune disorders, fractures, severe multiorgan dysfunction, and even cancer development.",Accidental side effect of Parkinson agent,T42.8X5A,430136001,,
Class,Skin,Retinoids (vitamin A derivative),"Tretinoin, Retin-A, Renova, Adapalene, Differin, Tazarotene, Tazorac, Alitretinoin, Alear, Isotretinoin, Accutane, Retinol, Vitamin A, Retinaldehyde, Retin-Al, Crystal Retinal, K-Retin",liver,liver,"bilirubin, RBC, BUN, total protein, CRP, hs-CRP, cardiac CRP",,,"The medication overstimulates liver cells and alters metabolic pathways. Long-term use can reduce specific dietary fats and proteins breakdown, elevate blood glucose levels, and cause side effects such as headache, dizziness, muscle and joint aches, weakness, digestive disturbances, skin reactions, and respiratory infections.",Side effect of drug,T88.7XXA,69449002,,
Class,Skin,Acitretin,"Acitretin, Soriatane",liver,liver,"bilirubin, RBC, BUN, total protein, CRP, hs-CRP",,,"The medication overstimulates liver cells and alters metabolic pathways. Long-term use can reduce specific dietary fats and proteins breakdown, elevate blood glucose levels, and cause side effects such as headache, dizziness, muscle and joint aches, weakness, digestive disturbances, skin reactions, and respiratory infections.",Adverse effect of acitretin,T50.995A,292667006,,
Class,GI,H2-receptor antagonists,"Cimetidine, Famotidine, Nizatidine","stomach, small intestine, heart, Kidney & Adrenal Glands, liver ","stomach, small intestine, heart, Kidney & Adrenal Glands, liver",homocysteine,,,"The medication stimuates cellular activity in the gastrointestinal tract, bladder, nerve, and muscles. This can cause side effects such as diarrhea, bladder spasms, sweating, drooling, confusion, psychosis, gait imbalance, fainting spells, urinary retention, and dry mouth. Long-term use can increase the risk of fractures, falls, dementia, stroke, and all-cause mortality.",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,GI,Proton pump inhibitors,"Dexlansoprazole, Esomeprazole, Lansoprazole, Omeprazole, Pantoprazole, Rabeprazole","stomach, small intestine, heart, Kidney & Adrenal Glands, liver ","stomach, small intestine, heart, Kidney & Adrenal Glands, liver ",homocysteine,,,"The medication impairs the gut microbiome, food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste elimination. Long-term use or improper dosing can increase the risk of infections, autoimmune disorders, fractures, severe multiorgan dysfunction, and even cancer development.",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,GI,Antiemetics,"Aprepitant, Domperidone, Dronabinol, Trimethobenzamide, Emetrol, Alizapride, Bismuth Subsalicylate","stomach, small intestine, heart, Kidney & Adrenal Glands, liver","stomach, small intestine, heart, Kidney & Adrenal Glands, liver ",homocysteine,,,"The medication impairs brain cells from signaling nausea and vomiting. Potential side effects include fatigue, headache, constipation, and decreased appetite.",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,GI,Laxatives,"Cyclosporine, Neoral, Sandimmune, Gengraf, Tacrolimus, Fk506, Colchicine, Dapsone, Lenalidomide, Revlimid, Probenecid, Pomalidomide, Pomalyst","stomach, small intestine, Kidney & Adrenal Glands","stomach, small intestine, Kidney & Adrenal Glands",,,,"The medication dysregulates digestive function and alters fluid and electrolyte balance. Potential side effects include bloating, excess gas, abdominal cramps, nausea, and diarrhea. Long-term use can increase the risk of autoimmune disorders (i.e., inflammatory bowel diseases).",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Immunostimulants,Immunostimulants,"Glatiramer, Copaxone, Trilaciclib, Cosela, Plerixafor, Mozobil, Mavorixafor, Xolremdi, Elapegademase, Revcovi","stomach, small intestine, heart, Kidney & Adrenal Glands, thyroid, liver","stomach, small intestine, heart, Kidney & Adrenal Glands, thyroid, liver",,,,"The medication dysregulates digestive function and alters fluid and electrolyte balance. Potential side effects include bloating, excess gas, abdominal cramps, nausea, and diarrhea. Long-term use can increase the risk of autoimmune disorders (i.e., inflammatory bowel diseases).",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Selective immunosuppressants,Selective immunosuppressants,"Abatacept, Orencia, Azathioprine, Imuran, Baricitinib, Olumiant, Belatacept, Nulojix, Belimumab, Benlysta, Cyclosporine, Neoral, Sandimmune, Etanercept, Enbrel, Everolimus, Zortress, Leflunomide, Arava, Mycophenolate Mofetil, Cellcept, Natalizumab, Tysabri, Sirolimus, Rapamune, Tacrolimus, Prograf, Tofacitinib, Xeljanz, Upadacitinib, Rinvoq","Kidney & Adrenal Glands, heart, liver",,,,,"The medication functions by blocking specific white blood cells, thereby impairing the removal of cellular debris and wound repair. This can cause inflammation and present as fatigue, skin itching, fever, headache, cough, nausea, muscle and joint pain, blurred vision, dizziness, loss of appetite, numbness and tingling sensations, and digestive disturbances. Long-term use can increase the risk of infections, vascular complications, and severe multiorgan injury.",Side effect of drug,T88.7XXA,69449002,,
Class,Monoclonal antibodies,Monoclonal antibodies,"Adalimumab, Humira, Alemtuzumab, Lemtrada, Anifrolumab, Saphnelo, Basiliximab, Simulect, Belimumab, Benlysta, Canakinumab, Ilaris, Certolizumab Pegol, Cimzia, Eculizumab, Soliris, Golimumab, Simponi, Infliximab, Remicade, Ixekizumab, Taltz, Mepolizumab, Nucala, Muromonab-Cd3, Orthoclone Okt3, Natalizumab, Tysabri, Ofatumumab, Kesimpta, Rituximab, Rituxan, Sarilumab, Kevzara, Secukinumab, Cosentyx, Tocilizumab, Actemra, Ustekinumab, Stelara, Vedolizumab, Entyvio","Kidney & Adrenal Glands, heart, liver",,,,,"The medication functions by blocking specific white blood cells, thereby impairing the removal of cellular debris and wound repair. This can cause inflammation and present as fatigue, skin itching, fever, headache, cough, nausea, muscle and joint pain, blurred vision, dizziness, loss of appetite, numbness and tingling sensations, and digestive disturbances. Long-term use can increase the risk of infections, vascular complications, and severe multiorgan injury.",Side effect of drug,T88.7XXA,69449002,,
Class,Antimicrobial,Aminoglycosides,"Streptomycin, Gentamicin, Tobramycin, Amikacin, Neomycin, Plazomicin","heart, Kidney & Adrenal Glands, liver","heart, Kidney & Adrenal Glands, liver","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting protein synthesis and DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Cephalosporins,"Cefixime, Ceftriaxone, Cefuroxime, Cefaclor, Cefadroxil, Cefditoren, Cefepime, Cefotaxime, Cephalexin, Cefdinir, Ceftazidime","small intestine, stomach, liver, Kidney & Adrenal Glands, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting cell wall synthesis by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Tetracyclines,"Doxycycline, Acticlate, Adoxa, Doryx, Vibramycin, Minocycline, Amzeeq, Arestin, Ximino, Solodyn, Demeclocycline, Chlortetracycline, Aureomycin, Oxytetracycline, Terramycin, Eravacycline, Xerava, Sarecycline, Seysara, Omadacycline, Nuzyra","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting protein synthesis and DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Penicillins,"Amoxicillin, Augmentin, Ampicillin, Carbenicillin, Dicloxacillin, Flucloxacillin, Nafcillin, Oxacillin, Penicillin G, Penicillin V, Piperacillin-Tazobactam","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting cell wall synthesis by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Sulfonamides,"Sulfamethoxazole-Trimethoprim, Tmp/Smx, Bactrim, Sulfadoxine, Sulfamethazine, Sulfadiazine, Sulfisoxazole, Sulfasalazine, Azulfidine","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting the synthesis of folate (vitamin B9) and altering the health of the gut microbiota. This can reduce food digestion, the absorption and transportation of vital nutrients to peripheral tissues, and cellular waste excretion. Long-term use or inappropriate dosing can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, and severe multiorgan and vascular injury.",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Fluoroquinolones,"Ciprofloxacin, Cipro, Delafloxacin, Delavega, Gemifloxacin, Factive, Levofloxacin, Levaquin, Moxifloxacin, Avelox, Norfloxacin, Noroxin, Ofloxacin, Ocuflox, Pefloxacin, Proquin, Rufloxacin, Zagam","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of 4-quinolone,T37.8X5A,292945007,,
Class,Antimicrobial,Macrolides,"Erythromycin, Clarithromycin, Azithromycin, Telithromycin, Roxithromycin, Dirithromycin, Oleandomycin, Kitasamycin, Midecamycin, Rifamycin, Rifaximin","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting protein synthesis and DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Carbapenems,"Imipenem, Meropenem, Ertapenem, Doripenem, Panipenem, Biapenem, Tebipenem","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting cell wall synthesis by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Lincosamides,"Clindamycin, Cleocin, Dalacin, Clinimycin, Lincomycin, Lincocin, Pirlimycin","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting protein synthesis and DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Glycopeptides,"Vancomycin, Teicoplanin, Oritavancin, Dalbavancin, Telavancin","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting cell wall synthesis by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimicrobial,Antimicrobial,"Nitrofurantoin, Macrobid","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","small intestine, stomach, liver, Kidney & Adrenal Glands, thyroid, lung","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by inhibiting protein synthesis and DNA replication by gut bacteria. Altering the gut microbiota reduces food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antifungals,Antifungals,"Clotrimazole, Econazole, Ketoconazole, Terbinafine, Lamisil, Fluconazole, Diflucan, Amphotericin B,  Oxiconazole,Terconazole, Ciclopirox, Loprox, Flucytosine, Griseofulvin, Itraconazole, Micafungin, Nystatin, Voriconazole","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antimalarial drugs,Antimalarial drugs,"Quinine, Chloroquine, Mefloquine, Artemether-Lumefantrine, Coartem, Artesunate-Amodiaquine, Artex, Malarone, Hydroxychloroquine, Pyrimethamine-Sulfadoxine, Fansidar, Atovaquone-Proguanil, Tafenoquine, Primaquine, Quinidine, Atovaquone, Pyrimethamine","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antiprotozoal drugs,Antiprotozoal drugs,"Metronidazole, Tinidazole, Fexinidazole, Nitazoxanide, Pentamidine, Quinacrine, Atovaquone, Primaquine, Artesunate, Eflornithine, Fumagillin, Furazolidone, Lincosamides, Paromomycin, Pyrimethamine, Tinidazole","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Anthelminthic drugs,Anthelminthic drugs,"Ivermectin, Stromectol, Diethylcarbamazine, Levamisole, Mebendazole, Praziquantel, Pyrantel, Ascarel, Pin-Away, Pinworm Medicine, Reese'S Pinworm Medicine, Thiabendazole, Piperazine, Niclosamide, Pyrantel","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Drug,Anthelminthic drugs,Anthelminthic drugs,"Albendazole, Albenza","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of albendazole,T37.4X5A,292918006,,
Class,Ectoparasiticidal drugs,Ectoparasiticidal drugs,"Pyrethins, Permethrin, Lindane, Pyrethroids, Selamectin, Milbemycin Oxime, Isoxazoline, Benzyl Benzoate, Crotamiton, Fipronil","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","small intestine, stomach, liver, bone marrow, thyroid, Kidney & Adrenal Glands","bilirubin, BUN, total protein, CRP, hs-CRP, homocysteine",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antivirals,Antivirals,"Adefovir, Ribavirin, Nevirapine, Delavirdine, Efavirenz, Abacavir, Zidovudine, Retrovir, Zdv, Azt, Ritonavir, Foscarnet, Lamivudine, Oseltamivir, Zanamivir, Peramivir, Baloxavir Marboxil, Famciclovir, Bictegravir, Cabotegravir, Dolutegravir, Tivicay, Dtg, Raltegravir, Isentress, Ral, Atazanavir, Reyataz, Amprenavir, Darunavir, Prezista, Fosamprenavir, Lexiva, Indinavir, Crixivan, Lopinavir/Ritonavir, Kaletra, Nelfinavir, Viracept, Ritonavir, Norvir, Saquinavir, Invirase, Tipranavir, Aptivus, Abacavir, Ziagen, Abc, Didanosine, Videx, Videx Ec, Ddi, Emtricitabine, Emtriva, Ftc, Lamivudine, Epivir, 3Tc, Stavudine, Zerit, Zerit Xr, D4T, Tenofovir Df, Viread, Tdf, Tenofovir Af, Taf, Zalcitabine, Hivid, Ddc, Elvitegravir, Vitekta, Evg","small intestine, liver, thyroid, Kidney & Adrenal Glands","small intestine, liver, thyroid, Kidney & Adrenal Glands","creatinine, homocysteine, BUN, total protein, CRP, hs-CRP, bilirubin",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
Class,Antiviral,Acyclovir,Acyclovir,"small intestine, liver, thyroid, Kidney & Adrenal Glands","small intestine, liver, thyroid, Kidney & Adrenal Glands","creatinine, homocysteine, BUN, total protein, CRP, hs-CRP, bilirubin",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of acyclovir,T37.5X5A,292844007,,
Class,Antimycobacterials,Antimycobacterials,"Isoniazid, INH, Rifampin, Ethambutol, Pyrazinamide, Kanamycin, Cycloserine, Rifabutin, Capreomycin, Ethionamide, Clofazimine, Bedaquiline, Delamanid, Rifapentine, Rifater","small intestine, liver, thyroid, Kidney & Adrenal Glands","small intestine, liver, thyroid, Kidney & Adrenal Glands","creatinine, homocysteine, BUN, total protein, CRP, hs-CRP, bilirubin",,,"The medication functions by altering the gut microbiota, thereby reducing food digestion, nutrient absorption and transportation to peripheral tissues, and cellular waste excretion. Long-term use can increase the risk of genetic mutations, premature cell damage and death, cancer cell growth, infections, autoimmune disorders, fractures, severe vascular and multiorgan injury, and all-cause mortality.  ",Adverse effect of agent primarily affecting gastrointestinal system,T47.95XA,62014003,,
